Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;69.23%;0.6923;0.0 seg;9;4;4

EWMA_Termico;46.15%;0.4615;0.0 seg;6;7;7

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

Z-Score_Termico;69.23%;0.6923;0.0 seg;9;4;4

EWMA_Termico;46.15%;0.4615;0.0 seg;6;7;7

Z-Score_Termico;69.23%;0.6923;0.0 seg;9;4;4

EWMA_Termico;46.15%;0.4615;0.0 seg;6;7;7

Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3

